ID;Jugador;BLOQ;INTER;R;D;EE;EF;JUH;DE;DF;DAE;DAF
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;0;0;0
o-sancet-1;Oihan Sancet;0;1;14;1;1;1;0;8;14;1;2
oliver-mcburnie;Oliver McBurnie;1;2;4;5;3;1;0;28;32;16;19
omar-alderete;Omar Alderete;2;0;13;13;1;1;0;16;10;11;7
omar-1;Omar El Hilali;1;1;9;15;4;2;0;12;15;3;6
mascarell;Omar Mascarell;1;5;5;11;2;3;0;9;10;2;3
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0;0;0
oriol-romeu;Oriol Romeu;2;2;11;0;3;3;0;11;13;1;3
orri-oskarsson;Orri Óskarsson;0;0;2;0;0;0;0;1;7;1;6
pablo-barrios-rivas;Pablo Barrios;1;7;17;5;5;4;0;19;14;5;2
pablo-duran;Pablo Durán;0;0;1;0;1;0;0;2;2;0;0
p-fornals;Pablo Fornals;0;3;8;1;2;0;0;4;9;1;0
pablo-ibanez;Pablo Ibáñez;1;1;3;4;0;0;0;3;3;2;1
maffeo;Pablo Maffeo;1;3;10;12;4;6;0;18;13;3;1
pablo-marin;Pablo Marín;0;0;0;0;0;0;0;2;2;1;0
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0;0;0
pablo-torre;Pablo Torre;0;0;1;0;0;0;0;0;0;0;0
pape-alassane-gueye;Pape Gueye;0;2;12;6;2;1;0;10;10;1;2
pathe-ciss;Pathé Ciss;1;2;12;5;1;2;0;10;10;3;2
pau-cabanes-de-la-torre;Pau Cabanes De La Torre;0;0;0;0;0;0;0;0;0;0;0
pau-cubarsi;Pau Cubarsí;1;0;9;11;2;1;0;13;13;9;5
pau-lopez;Pau López;0;0;0;0;0;0;0;0;0;0;0
pau-navarro;Pau Navarro;0;0;0;0;0;0;0;0;0;0;0
pau-victor;Pau Víctor;1;0;4;1;1;0;0;3;3;0;0
paulo-gazzaniga;Paulo Gazzaniga;0;0;27;0;0;0;0;0;0;0;0
pedri;Pedro González López;0;3;20;1;3;2;0;14;9;0;0
pedro-diaz;Pedro Díaz;0;1;1;0;1;0;0;1;1;0;1
pelayo-fernandez;Pelayo Fernández;0;0;0;0;0;0;0;0;0;0;0
chavarria-1;Pep Chavarría;0;2;7;2;2;0;0;5;1;2;0
pepelu;José Luis García Vayá;1;2;24;6;5;5;0;20;12;6;2
peque-1;Gerard Fernández Castellano;0;0;2;0;0;0;0;1;5;1;1
pere-milla;Pere Milla;0;0;0;0;0;0;0;4;5;0;1
peter;Peter Federico González Carmona;0;0;4;1;0;0;0;4;6;2;3
pol-lozano;Pol Lozano;1;0;5;0;1;0;0;1;5;0;2
portu;Cristian Portugués Manzanera;0;0;6;1;1;1;0;6;1;0;0
rafa-mir;Rafa Mir;0;0;1;5;3;3;0;11;17;3;6
rafael-bauza;Rafael Bauza;0;0;0;0;0;0;0;0;0;0;0
r-terrats;Ramon Terrats;1;0;3;2;1;0;0;1;2;0;0
nteka;Randy Nteka;1;0;3;2;2;1;0;13;19;8;11
raphinha;Raphael Dias Belloli;0;2;15;1;3;2;0;17;12;0;1
r-albiol;Raúl Albiol;4;1;6;28;2;0;0;10;6;7;2
raul-chasco;Raúl Chasco;0;0;0;0;0;0;0;0;0;0;0
raul-4;Raúl García;0;0;0;0;0;0;0;3;4;1;0
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0;0;0
raul-moro;Raúl Moro;0;1;12;1;2;0;0;15;18;1;2
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0;0;0
reinildo;Reinildo Isnard Mandava;1;3;11;6;4;3;0;12;7;1;3
tapia-1;Renato Tapia;0;0;5;4;0;2;0;5;8;2;2
ricardo-rodriguez-1;Ricardo Rodríguez;0;2;7;1;0;0;0;2;4;1;0
robert-lewandowski;Robert Lewandowski;0;1;10;3;0;1;0;15;18;5;5
navarro-2;Robert Navarro;0;0;1;0;0;0;0;0;6;0;0
lopez-alcaide;Roberto López;0;0;1;1;0;0;0;0;1;0;1
le-normand;Robin Le Normand;2;0;10;14;6;2;0;16;13;4;4
rodri-3;Rodrigo Sánchez Rodríguez;1;1;10;1;1;1;0;6;11;0;2
rodrigo-abajas;Rodrigo Abajas;0;0;0;0;0;0;0;0;0;0;0
de-paul;Rodrigo De Paul;0;0;11;3;1;0;0;9;6;1;0
riquelme;Rodrigo Riquelme;0;1;10;2;2;0;0;8;8;3;2
rodrygo;Rodrygo Silva de Goes;1;0;10;0;2;1;0;16;16;1;2
romain-perraud;Romain Perraud;0;3;15;8;2;4;0;14;19;1;2
ruben-garcia;Rubén García;1;3;18;1;6;1;0;16;21;2;5
r-pena;Rubén Peña;0;0;1;0;0;1;0;2;2;0;0
rui-silva;Rui Tiago Dantas da Silva;0;0;29;1;0;0;0;2;1;0;0
sanchez-1;Salvi Sánchez;0;0;0;0;0;0;0;0;0;0;0
samuel-lino;Samuel Dias Lino;1;3;19;1;2;4;0;14;22;0;3
samu-3;Samuel de Almeida Costa;0;5;19;12;7;6;0;35;29;13;7
sandro;Sandro Ramírez;0;6;6;3;2;1;0;11;7;0;1
santi-c-v;Santi Comesaña;3;3;19;3;3;0;0;10;19;2;6
santiago-mourino;Santiago Mouriño;0;0;0;0;0;0;0;0;0;0;0
saul-1;Saúl Ñíguez;0;0;7;1;5;2;0;11;13;1;5
scott-mckenna;Scott McKenna;5;0;12;14;1;1;0;9;4;7;2
selim-amallah;Selim Amallah;0;2;15;0;4;1;0;18;18;0;2
sergi-altimira;Sergi Altimira;0;0;2;2;0;0;0;1;0;1;0
sergi-canos;Sergi Canós;0;0;0;0;0;0;0;0;2;0;1
sergi-cardona;Sergi Cardona;2;4;16;11;5;5;0;19;11;5;1
s-darder;Sergi Darder;0;1;12;4;2;1;0;10;8;1;0
sergi-dominguez;Sergi Domínguez;0;0;2;1;0;0;0;0;0;0;0
s-gomez;Sergi Gómez;4;1;2;4;1;0;0;4;4;3;4
camello;Sergio Camello;1;0;1;3;0;1;0;7;10;4;2
s-carreira;Sergio Carreira;0;1;4;4;3;1;0;5;7;0;2
sergio-g;Sergio González;1;6;10;24;3;0;0;12;19;8;14
sergio-gomez;Sergio Gómez;0;3;15;4;4;3;0;14;18;4;8
s-herrera;Sergio Herrera;0;0;23;5;0;0;0;0;0;0;0
seydouba-cisse;Seydouba Cissé;0;1;14;4;2;0;0;10;8;3;0
sheraldo-becker;Sheraldo Becker;0;0;4;5;1;0;0;12;5;4;2
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0;0;0
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;1;1;0;1;0;0;2;1;0;0
stanko-juric;Stanko Juric;2;2;17;7;5;5;0;16;18;4;2
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;0;0
stoichkov;Juan Diego Molina Martínez;0;1;7;3;1;1;0;9;11;3;3
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0;0;0
take;Takefusa Kubo;0;0;10;2;2;1;0;18;25;0;3
takuma-asano;Takuma Asano;0;2;10;2;2;2;0;12;10;2;3
nianzou-kouassi;Tanguy Nianzou;0;1;3;7;1;0;0;9;3;7;2
tasos-douvikas;Tasos Douvikas;0;2;4;3;1;2;0;16;11;1;3
courtois;Thibaut Courtois;0;1;37;5;0;0;0;3;0;3;0
thierno-barry-1;Thierno Barry;0;0;1;2;0;0;0;16;17;11;6
thierry-r;Thierry Rendall Correia;0;2;15;3;5;4;0;20;17;1;4
tomas-conechny;Tomás Conechny;0;2;10;1;1;1;0;8;17;3;4
lato;Antonio Latorre Grueso;0;1;2;2;1;1;0;3;5;1;0
t-martinez;Toni Martínez;0;0;5;1;1;1;0;8;5;6;4
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0;0;0
sadiq;Umar Sadiq;1;0;1;2;1;1;0;14;13;7;5
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;0;0
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0;0;0
unai-gomez;Unai Gómez;0;0;1;2;0;0;0;11;7;1;3
unai-lopez;Unai López;1;4;17;3;1;0;0;5;8;2;2
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;0;0
nunez-2;Unai Núñez;0;0;0;0;0;0;0;0;0;0;0
gonzalez-de-zarate;Urko González;1;0;0;0;0;0;0;0;5;0;2
valentin-rosier;Valentin Rosier;1;5;15;17;9;1;0;21;21;2;3
valentin-barco;Valentín Barco;0;1;9;1;3;3;0;10;7;0;0
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0;0;0
vedat-muriqi;Vedat Muriqi;0;3;11;9;0;0;0;25;32;19;17
guaita;Vicente Guaita;0;0;0;0;0;0;0;0;0;0;0
viktor-tsygankov;Viktor Tsyhankov;0;0;11;0;1;1;0;5;10;0;2
vini-jr;Vinícius José Paixão de Oliveira Júnior;0;0;11;0;1;0;0;25;34;0;2
viti;Viti Rozada;0;2;2;2;0;2;0;9;5;5;2
vitor-roque;Vitor Hugo Roque Ferreira;0;0;1;0;0;0;0;1;5;1;0
v-meseguer;Víctor Meseguer;0;0;6;1;2;2;0;6;11;1;3
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0;0;0
walid-cheddira;Walid Cheddira;0;0;2;1;0;0;0;4;12;1;6
william-2;William Silva de Carvalho;1;3;15;4;2;1;0;10;13;4;1
williot-swedberg;Williot Swedberg;0;0;4;2;1;1;0;11;7;2;0
willy-kambwala;Willy Kambwala;1;0;2;5;2;2;0;10;0;6;0
herrera-1;Yangel Herrera;0;5;22;2;5;5;0;22;21;3;3
yarek-gasiorowski;Yarek Gasiorowski;2;1;7;7;4;0;0;10;5;6;3
jesus-santiago;Jesús Santiago Pérez;0;0;2;0;1;2;0;4;2;0;0
yeray-2;Yeray Álvarez;1;9;13;15;4;2;0;17;16;6;5
yeremy;Yeremy Pino;1;0;8;3;4;3;0;15;16;3;0
youssouf-sabaly;Youssouf Sabaly;0;2;11;8;5;3;0;10;11;0;0
yuri-b;Yuri Berchiche;2;2;9;5;4;0;0;10;9;2;2
yvan-neyou;Yvan Neyou;0;4;14;6;4;1;0;22;13;6;2
yaser-asprilla;Yáser Asprilla;0;0;5;1;0;1;0;3;6;0;0
alex-b;Álex Baena;0;2;13;1;0;0;0;13;10;3;2
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0;0
alex-munoz;Álex Muñoz;1;4;4;6;5;0;0;10;8;2;3
alex-padilla;Alejandro Padilla Pérez;0;0;23;3;0;0;0;2;0;1;0
a-remiro;Álex Remiro;0;0;27;2;0;0;0;1;0;1;0
a-sola;Álex Sola;0;0;12;1;2;1;0;21;25;8;6
alex-suarez;Álex Suárez;4;2;11;14;6;3;0;13;16;2;11
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0;0
aguado-1;Álvaro Aguado;0;1;11;3;2;1;0;6;4;0;0
alvaro-djalo;Álvaro Djaló Dias Fernandes;0;0;2;0;0;0;0;2;7;0;2
alvaro-fernandez;Álvaro Fernández;0;0;0;0;0;0;0;0;0;0;0
alvaro-1;Álvaro García;0;3;9;5;4;1;0;6;6;0;2
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0;0
a-tejero;Álvaro Tejero;0;1;10;8;0;0;0;5;8;4;0
correa;Ángel Correa;0;1;8;0;0;1;0;8;7;1;1
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0;0
e-militao;Éder Gabriel Militão;2;5;17;11;5;0;0;20;21;9;7
i-lekue;Íñigo Lekue;1;2;10;4;2;1;0;4;6;0;0
de-marcos;Óscar De Marcos;0;2;3;1;1;1;0;3;9;1;1
mingueza;Óscar Mingueza;2;1;13;6;3;3;0;11;9;1;1
oscar-4;Óscar Rodríguez;0;2;7;0;1;1;0;14;10;1;4
oscar-trejo;Óscar Trejo;0;1;3;0;1;0;0;4;9;0;2
oscar-5;Óscar Valentín;0;8;19;11;6;0;0;25;20;10;3
orjan-nyland;Ørjan Nyland;0;0;22;3;0;0;0;1;0;1;0
